Os01g0100100	AK242339
Os11g0187100	AK369075
Os11g0187150	BT061503
Os11g0187200	EU972972
Os11g0187500	AK063977
Os11g0187500	AK103083
Os11g0187550	BT086887
Os11g0187600	AK106272
Os11g0187700	ab
Os11g0188100	AK332637
Os11g0189600	AK066327
Os11g0189600	AK068026
Os11g0189900	ab
Os11g0191300	AK101281
Os11g0191300	AK070280
Os11g0191300	AK060444
Os11g0191400	AK065215
Os11g0191400	AK101259
Os11g0191400	AK060751
Os11g0191500	ab
Os11g0191800	AK071532
Os11g0192400	AK100252
Os11g0192500	AK242622
Os11g0193300	AK109751
Os11g0193800	AK242622
Os11g0194000	ab
Os11g0194050	tplb0014n19
Os11g0194100	AK287850
Os11g0194200	ab
Os11g0194400	AK071532
Os11g0194600	AK072582
Os11g0194800	AK108801
Os11g0194900	AK072656
Os11g0195000	AK331030
Os11g0195100	AK368758
Os11g0195200	BT062221
Os11g0195500	AK243523
Os11g0195600	AK068003
Os11g0195650	tplb0036o08
Os11g0195700	AK111008
Os11g0195750	AK062993
Os11g0195800	AK061281
Os11g0196400	AK107847
Os11g0197200	AK102793
Os11g0197400	AK120356
Os11g0197433	EU941502
Os11g0197466	EU945961
Os11g0197500	AK120960
Os11g0197600	AK067571
Os11g0197725	AK288832
Os11g0197975	BT086364
Os11g0198100	AK070130
Os11g0198200	AK103223
Os11g0198250	CT830838
Os11g0198900	AK241510
Os11g0198951	AK107759
Os11g0199000	AK064197
Os11g0199200	AK068268
Os11g0199200	AK059538
Os11g0199600	AK101774
Os11g0199700	AK289013
Os11g0199700	AK073816
Os11g0199801	AK364614
Os11g0199900	tplb0046i02
Os11g0200000	AK064282
Os11g0200600	AK101818
Os11g0200600	AK111444
Os11g0200950	AK071265
Os11g0200950	AK069621
Os11g0200950	AK103566
Os11g0201000	tplb0043n03
Os11g0201124	tplb0026g09
Os11g0201175	FP099421
Os11g0201299	AK106650
Os11g0201329	tplb0026g09
Os11g0201360	AK101043
Os11g0201400	ab
Os11g0201401	tplb0026g09
Os11g0201441	AK330829
Os11g0201540	tplb0026g09
Os11g0201900	ab
Os11g0201933	tplb0026g09
Os11g0201966	tplb0026g09
Os11g0202000	AK063427
Os11g0202000	AK122020
Os11g0202100	tplb0026g09
Os11g0202200	AK071094
Os11g0202300	AK066860
Os11g0202300	AK068673
Os11g0202350	CT829693
Os11g0202400	ab
Os11g0202450	tplb0026g09
Os11g0202500	EU956765
Os11g0202600	AK102530
Os11g0202900	AK241543
Os11g0203400	AK105579
Os11g0204100	AK111130
Os11g0204100	AK071941
Os11g0204500	AK107519
Os11g0204600	AK099643
Os11g0204800	AK100488
Os11g0205200	BT037767
Os11g0205300	CT835679
Os11g0205301	BT019283
Os11g0205500	AK121578
Os11g0205500	AK072329
Os11g0205800	AK241605
Os11g0205900	ab
Os11g0206000	AK071032
Os11g0206101	ab
Os11g0206150	tplb0060m09
Os11g0206200	AK100873
Os11g0206200	AK069688
Os11g0206300	AK288913
Os11g0206400	AK064170
Os11g0206600	AK109707
Os11g0206600	AK108795
Os11g0206600	AK121822
Os11g0206700	AK069964
Os11g0206700	AK119192
Os11g0206850	AK107927
Os11g0207000	AK065084
Os11g0207000	AK062074
Os11g0207100	AK065129
Os11g0207200	AK120290
Os11g0207300	ab
Os11g0207400	AK066082
Os11g0207600	EU975939
Os11g0207700	tplb0009m23
Os11g0207800	AK330829
Os11g0207900	tplb0009m23
Os11g0208000	AK109818
Os11g0208000	AK119333
Os11g0208100	AK101566
Os11g0208300	ab
Os11g0208400	AK067887
Os11g0208500	tplb0026g09
Os11g0208600	AK106458
Os11g0208651	tplb0028c09
Os11g0208700	BT053773
Os11g0208750	tplb0028c09
Os11g0208800	AK102893
Os11g0208850	tplb0028c09
Os11g0208900	AK111797
Os11g0209000	AK241407
Os11g0209050	ab
Os11g0209100	AK064391
Os11g0209200	AK106902
Os11g0209300	tplb0026g09
Os11g0209400	AK240883
Os11g0209450	tplb0026g09
Os11g0209502	ab
Os11g0209550	tplb0026g09
Os11g0209600	AK067328
Os11g0209600	AK070599
Os11g0209700	AK068331
Os11g0209700	AK073735
Os11g0209900	AK367175
Os11g0210000	AK071323
Os11g0210100	AK240865
Os11g0210201	CU406078
Os11g0210300	AK069330
Os11g0210300	AK061267
Os11g0210500	AK102799
Os11g0210500	AK070886
Os11g0210600	AK101288
Os11g0210700	AK103331
Os11g0211200	AK242561
Os11g0211300	AK065649
Os11g0211400	AK059126
Os11g0211400	AK072173
Os11g0211600	ab
Os11g0211650	ab
Os11g0211700	EU958004
Os11g0211800	AK059202
Os11g0212000	GU593052
Os11g0212100	ab
Os11g0212300	AK333760
Os11g0212801	BT039039
Os11g0212900	AK111542
Os11g0213000	AK241128
Os11g0213400	AM939974
Os11g0213500	tplb0033b01
Os11g0213600	AK103461
Os11g0213700	ab
Os11g0213733	AK288766
Os11g0213800	AK064121
Os11g0213900	AK058342
Os11g0214001	BT018700
Os11g0214100	EU972018
Os11g0214400	AK111039
Os11g0214700	AK366583
Os11g0214900	EU972018
Os11g0215100	AK107711
Os11g0215300	ab
Os11g0215400	AK105540
Os11g0216000	AK101789
Os11g0216000	AK060466
Os11g0216100	AK059179
Os11g0216300	AK067129
Os11g0216300	AK062044
Os11g0216350	FP100628
Os11g0216400	AK287882
Os11g0216900	AK060549
Os11g0216900	AK060326
Os11g0216900	AK100869
Os11g0217300	AK070818
Os11g0217500	AK100578
Os11g0218000	AK072267
Os11g0218100	AK070936
Os11g0218200	ab
Os11g0218560	EU946314
Os11g0218619	EU946314
Os11g0218678	EU946314
Os11g0218737	EU946314
Os11g0219000	AK066071
Os11g0219400	AK099123
Os11g0219750	CT835633
Os11g0220100	AK100457
Os11g0220300	AK068820
Os11g0220400	AK109713
Os11g0220450	BT086870
Os11g0220500	tplb0033l06
Os11g0220550	tplb0033h24
Os11g0220600	AK359276
Os11g0220700	AK069168
Os11g0220800	AK060902
Os11g0221000	AK102073
Os11g0221200	P0C130
Os11g0221250	AK288921
Os11g0221300	ab
Os11g0222000	AK288291
Os11g0222100	AK366175
Os11g0222200	AK287588
Os11g0222320	EU962606
Os11g0222560	ab
Os11g0222800	EU947580
Os11g0222900	AK102237
Os11g0222900	AK101439
Os11g0223000	AK100469
Os11g0223201	AK288550
Os11g0223300	tplb0021d08
Os11g0223400	AK112108
Os11g0224040	tplb0032b15
Os11g0224200	EU947580
Os11g0224301	AK375202
Os11g0224400	AK070006
Os11g0224600	AK100785
Os11g0224800	AK359881
Os11g0224900	BT009451
Os11g0225000	AK062328
Os11g0225100	AK066950
Os11g0225200	FP099934
Os11g0225300	AK072355
Os11g0225300	AK111306
Os11g0225566	tplb0061j05
Os11g0226100	EU968473
Os11g0226201	AK354774
Os11g0226301	CT835682
Os11g0226400	AK109807
Os11g0226550	tplb0021d08
Os11g0226700	AK288731
Os11g0226800	AF456245
Os11g0226900	AK242662
Os11g0226933	AK242746
Os11g0226966	CT835692
Os11g0227000	AK059194
Os11g0227000	AK058632
Os11g0227100	BT062325
Os11g0227200	AK065723
Os11g0227250	AK241556
Os11g0227300	AK064544
Os11g0227600	AK101375
Os11g0227600	AK102193
Os11g0227700	AK288988
Os11g0227800	AK101773
Os11g0228201	AK289224
Os11g0228600	AK068380
Os11g0228800	ab
Os11g0229000	AK102213
Os11g0229100	AK105557
Os11g0229300	AK366465
Os11g0229333	AK101375
Os11g0229400	AK241109
Os11g0229500	AK111665
Os11g0229600	AK107455
Os11g0229600	AK111854
Os11g0229700	BT062325
Os11g0230400	FP098849
Os11g0230700	Q53Q32
Os11g0231200	EU972227
Os11g0231400	AK108047
Os11g0231600	AK121872
Os11g0231800	ab
Os11g0232000	Q53MD3
Os11g0232100	AK111558
Os11g0232100	AK105669
Os11g0232400	EU944356
Os11g0233000	AK356413
Os11g0233201	AK288405
Os11g0233400	AK061190
Os11g0233800	AK243563
Os11g0234001	AK241056
Os11g0234100	AK120381
Os11g0234200	AK105440
Os11g0234300	AK108764
Os11g0235200	AK100802
Os11g0235250	EU946357
Os11g0235300	AK065527
Os11g0235400	ab
Os11g0235700	ab
Os11g0235750	tplb0019f15
Os11g0236000	AK242700
Os11g0236100	AK242834
Os11g0236200	ab
Os11g0236932	AK289236
Os11g0237300	CT835651
Os11g0237600	AK242269
Os11g0237700	AK243407
Os11g0237900	AK336061
Os11g0238000	AK336061
Os11g0238400	AK105203
Os11g0238700	EU942727
Os11g0239000	Y11486
Os11g0239200	Q53KS9
Os11g0239400	AK359881
Os11g0239500	AK065416
Os11g0239900	AK106466
Os11g0240550	AK288561
Os11g0240600	AK061589
Os11g0240600	AK120858
Os11g0240800	AK100421
Os11g0240800	AK120728
Os11g0240900	AK099694
Os11g0241000	ab
Os11g0241100	AK355144
Os11g0241200	AK111322
Os11g0241700	AK068339
Os11g0241832	AK368836
Os11g0241900	AK066870
Os11g0242100	AK069387
Os11g0242100	AK098954
Os11g0242150	tplb0036f09
Os11g0242200	tplb0019i03
Os11g0242300	DQ250027
Os11g0242400	AK067025
Os11g0242500	AK068916
Os11g0242600	CT835698
Os11g0242700	AK064219
Os11g0242800	AK061295
Os11g0242900	Q53N90
Os11g0243300	AK287714
Os11g0243600	AK241717
Os11g0243750	AK241383
Os11g0243925	AJ437284
Os11g0244100	tplb0042m20
Os11g0244200	AK107883
Os11g0244300	AK062707
Os11g0244600	AK105539
Os11g0244800	AK103215
Os11g0244900	ab
Os11g0245000	AK241946
Os11g0245100	AK241592
Os11g0245200	AK243309
Os11g0245400	AK120678
Os11g0245466	AK372805
Os11g0245500	AK063483
Os11g0245650	AK242449
Os11g0245800	AK105722
Os11g0245900	AK120225
Os11g0246100	AK120471
Os11g0246133	tplb0041e08
Os11g0246166	tplb0054i08
Os11g0246200	EU967558
Os11g0246250	AK242331
Os11g0246300	CT835668
Os11g0246600	ab
Os11g0246900	AK102030
Os11g0246900	AK061179
Os11g0246950	ab
Os11g0247000	AK061481
Os11g0247000	AK060546
Os11g0247300	AK102560
Os11g0247300	AK105080
Os11g0247350	EU941142
Os11g0247400	AK066553
Os11g0247500	AK110848
Os11g0247800	EU948158
Os11g0247900	EU948158
Os11g0248000	AK107847
Os11g0248200	AK107293
Os11g0248466	tplb0022j01
Os11g0249000	AK101707
Os11g0249300	AK060391
Os11g0249400	ab
Os11g0249600	AK109298
Os11g0249700	tplb0028j17
Os11g0249800	tplb0030m05
Os11g0249900	AK073005
Os11g0249900	AK060377
Os11g0250000	AK243512
Os11g0250100	AK119926
Os11g0250400	AK059968
Os11g0250600	ab
Os11g0250900	EU972838
Os11g0251200	ab
Os11g0251250	AK243502
Os11g0251400	AK063436
Os11g0251400	AK099053
Os11g0251400	AK070413
Os11g0251400	AK104835
Os11g0252400	AK065745
Os11g0252400	AK072808
Os11g0252400	AK069670
Os11g0253100	ab
Os11g0255200	AK242160
Os11g0255300	AK071495
Os11g0255500	AK110615
Os11g0255800	CT841924
Os11g0256000	AK240846
Os11g0256050	CT836574
Os11g0256075	EU951447
Os11g0256100	BT083476
Os11g0256200	AK107906
Os11g0256300	AK066271
Os11g0256400	AK120007
Os11g0256600	ab
Os11g0256900	AK068035
Os11g0257700	AK357310
Os11g0257800	AK069487
Os11g0257800	AK065695
Os11g0258400	AK066086
Os11g0258500	AK369772
Os11g0258700	ab
Os11g0258900	AK102638
Os11g0259700	AK243534
Os11g0260100	ab
Os11g0260200	AK248347
Os11g0261300	tplb0040n12
Os11g0261500	AK330974
Os11g0261600	AK110921
Os11g0261900	AK107273
Os11g0262200	CT841924
Os11g0262500	tplb0021p16
Os11g0262600	AB053296
Os11g0263000	AJ507097
Os11g0263466	EU950895
Os11g0264000	A2XCN6
Os11g0264200	AK100924
Os11g0264300	AK110967
Os11g0264300	AK064859
Os11g0264300	AK068456
Os11g0264500	ab
Os11g0264600	AK243552
Os11g0264700	AK071935
Os11g0264700	AK110777
Os11g0264900	ab
Os11g0264950	EU947580
Os11g0265000	AK103877
Os11g0265100	tplb0046c01
Os11g0265200	CT835663
Os11g0265400	AK102327
Os11g0265450	BT016950
Os11g0265500	AK063462
Os11g0265600	BT054554
Os11g0265650	tplb0049g13
Os11g0265800	tplb0022b20
Os11g0265850	ab
Os11g0265900	AK066020
Os11g0265900	AK064889
Os11g0266000	AK073284
Os11g0266500	AK119293
Os11g0266500	AK103229
Os11g0266800	AK121586
Os11g0267000	AK061014
Os11g0267000	AK060022
Os11g0267100	AK109670
Os11g0267300	AK100529
Os11g0267400	AK100126
Os11g0268300	BT040862
Os11g0269000	AM086427
Os11g0269100	A1E9M8
Os11g0269233	AK241986
Os11g0269433	BT019210
Os11g0269500	ab
Os11g0269700	AK071998
Os11g0269900	AK243529
Os11g0270000	AK243222
Os11g0270201	FP095600
Os11g0270500	AK110480
Os11g0270700	AK072193
Os11g0270760	FP094881
Os11g0271000	AK110686
Os11g0271000	AK107436
Os11g0271100	AK068981
Os11g0271675	tplb0059e09
Os11g0272300	ab
Os11g0272550	EU941912
Os11g0272675	FP099421
Os11g0272800	AK105058
Os11g0272900	AK068971
Os11g0274100	tplb0006m05
Os11g0274166	tplb0060i13
Os11g0274700	AK243142
Os11g0275000	CT837795
Os11g0275200	AK067288
Os11g0275400	AK068323
Os11g0275500	AK059739
Os11g0275800	FP095600
Os11g0275900	BT063021
Os11g0276000	AK072319
Os11g0276100	AK108684
Os11g0276300	AK103343
Os11g0278300	AK368401
Os11g0278900	AK241978
Os11g0279750	EU954691
Os11g0280600	AK071642
Os11g0282300	AK287710
Os11g0282600	FP095671
Os11g0282700	AK103644
Os11g0282800	EU972907
Os11g0282900	AK111488
Os11g0282900	AK242720
Os11g0283500	AK101066
Os11g0284032	ab
Os11g0284300	ab
Os11g0284600	ab
Os11g0284900	AK101583
Os11g0284950	AF366451
Os11g0285000	AK070534
Os11g0285932	AK289137
Os11g0286400	ab
Os11g0286500	AK070927
Os11g0286500	AK072926
Os11g0286800	AK072702
Os11g0286800	AK100763
Os11g0286800	AK107355
Os11g0286800	AK105077
Os11g0287000	AK105144
Os11g0287100	AK355181
Os11g0288350	CU406738
Os11g0289700	AK060292
Os11g0290600	AK070833
Os11g0291000	AK361831
Os11g0291201	tplb0030f15
Os11g0291450	CT835643
Os11g0291475	tplb0030f15
Os11g0291500	AK108558
Os11g0291800	ab
Os11g0291900	AK063221
Os11g0292050	AK353660
Os11g0293300	AK107624
Os11g0293800	AK367970
Os11g0293900	AK067658
Os11g0293900	AK071663
Os11g0294101	EU941497
Os11g0294300	AK070429
Os11g0294300	AK108665
Os11g0294400	AK062429
Os11g0294400	AK105190
Os11g0294600	AK101298
Os11g0294600	AK107153
Os11g0294800	AK109559
Os11g0295000	AK109826
Os11g0295900	AK287621
Os11g0296001	AK242988
Os11g0296500	AK069633
Os11g0296800	AK069908
Os11g0296900	AK248796
Os11g0297000	AK061209
Os11g0297300	AK070171
Os11g0297400	tplb0024e11
Os11g0297650	EU947114
Os11g0297800	AK109882
Os11g0297900	AK067692
Os11g0298000	ab
Os11g0298200	CT835691
Os11g0298400	AK068577
Os11g0298500	ab
Os11g0298833	EU969884
Os11g0298866	tplb0014n19
Os11g0299300	AK119915
Os11g0300400	AK060426
Os11g0300501	AK242366
Os11g0300600	AK060497
Os11g0300650	AK066894
Os11g0300700	AK108339
Os11g0300800	ab
Os11g0302500	AK120763
Os11g0302700	AK073931
Os11g0302750	tplb0040b08
Os11g0302800	AK064557
Os11g0302900	AK065382
Os11g0303050	BT087810
Os11g0303200	AK072858
Os11g0303200	AK109375
Os11g0303300	EU967787
Os11g0303400	AK060084
Os11g0303400	AK099876
Os11g0303500	AK068734
Os11g0303600	AK061247
Os11g0303701	CT835647
Os11g0303800	AK068654
Os11g0304050	AK333214
Os11g0305300	AK073863
Os11g0305400	CT836570
Os11g0306100	AK288665
Os11g0306300	AK109384
Os11g0306400	AK059770
Os11g0307300	AK240736
Os11g0307400	FP099421
Os11g0307500	AK069871
Os11g0307550	CT833654
Os11g0307600	AK121926
Os11g0307600	AK070683
Os11g0307950	AK241234
Os11g0308100	AK099990
Os11g0308266	CT835635
Os11g0308432	AK107577
Os11g0308600	AK105177
Os11g0308800	AK065367
Os11g0308800	AK068828
Os11g0309000	AK100215
Os11g0309000	AK111831
Os11g0309000	AK100761
Os11g0310100	AK289052
Os11g0310800	AK101122
Os11g0311100	AK106180
Os11g0311300	AK105427
Os11g0311300	AK102900
Os11g0311300	AK073252
Os11g0311300	AK122064
Os11g0311350	CU861804
Os11g0311550	FP100446
Os11g0312000	AK064538
Os11g0312220	CU405827
Os11g0312340	EU947243
Os11g0312400	AK073605
Os11g0323860	AK243521
Os11g0329399	AK069198
Os11g0334938	BT085722
Os11g0340477	AK108997
Os11g0346016	AK372659
Os11g0351555	AK106105
Os11g0351555	AK065159
Os11g0351555	AK060848
Os11g0357094	ab
Os11g0362633	FP093303
Os11g0368172	AK107787
Os11g0373711	AK101901
Os11g0379251	AK372659
Os11g0384789	AK104400
Os11g0384789	AK061303
Os11g0390328	AK111380
Os11g0393097	AJ234427
Os11g0406945	AK333982
Os11g0412484	AK243521
Os11g0413800	CT837809
Os11g0414000	AK071277
Os11g0414000	AK059141
Os11g0414250	BT084969
Os11g0415450	AK064491
Os11g0416900	AK069444
Os11g0417132	AK241954
Os11g0417266	AK240663
Os11g0417300	AK109537
Os11g0417300	AK108485
Os11g0417400	AK070536
Os11g0417800	AK241951
Os11g0420200	ab
Os11g0421800	AK106317
Os11g0422000	AK062670
Os11g0422100	AK110875
Os11g0423200	AK111297
Os11g0423800	AK064691
Os11g0424400	AK071783
Os11g0425100	AK064748
Os11g0425100	AK240650
Os11g0425300	AK067248
Os11g0425300	AK065810
Os11g0425450	EU959644
Os11g0425600	AK121882
Os11g0425800	AK066603
Os11g0426400	ab
Os11g0426850	AK288431
Os11g0427401	AK288624
Os11g0427500	AK067349
Os11g0427500	AK066064
Os11g0427500	AK062510
Os11g0427601	AK288462
Os11g0427700	AK071806
Os11g0427800	AK061288
Os11g0428150	EU975148
Os11g0428500	AK119284
Os11g0428700	EU966496
Os11g0428800	AK243634
Os11g0429000	AK067370
Os11g0429100	ab
Os11g0429200	AK065356
Os11g0429200	AK073173
Os11g0429433	CT835704
Os11g0429900	CT835650
Os11g0430000	AK367892
Os11g0430100	CT835644
Os11g0430600	FP100378
Os11g0431100	ab
Os11g0431400	CT837582
Os11g0431700	AK111439
Os11g0432301	BT016874
Os11g0432400	AK068090
Os11g0432400	AK058511
Os11g0432600	AK059916
Os11g0432650	BT019228
Os11g0432800	AK107478
Os11g0432900	AK069378
Os11g0432900	AK059355
Os11g0433101	AK362024
Os11g0433200	AK067867
Os11g0433200	AK100614
Os11g0433500	AK067849
Os11g0433600	AK064185
Os11g0433800	AK103436
Os11g0433900	AK059679
Os11g0434000	AK111457
Os11g0434000	AK073814
Os11g0434400	AK363479
Os11g0434800	AK062908
Os11g0434850	AK363479
Os11g0435100	AK363479
Os11g0435300	AK363479
Os11g0435301	ab
Os11g0435400	AK109799
Os11g0435500	AK069963
Os11g0435800	AK363479
Os11g0435900	AK060626
Os11g0436450	tplb0004o19
Os11g0436500	tplb0004o19
Os11g0437600	AK241582
Os11g0437800	AK240896
Os11g0438000	AK071696
Os11g0438000	AK073048
Os11g0438400	AK241634
Os11g0438500	AK241803
Os11g0438600	ab
Os11g0438700	AK073524
Os11g0438700	AK063434
Os11g0438700	AK072298
Os11g0438900	EU942867
Os11g0439100	CT837956
Os11g0439300	AK288620
Os11g0439300	AK068470
Os11g0439600	AK069955
Os11g0440200	ab
Os11g0440422	AK373949
Os11g0440866	CU861842
Os11g0441500	AK069996
Os11g0441550	CT835679
Os11g0441900	AK109632
Os11g0442380	AK288970
Os11g0442500	BT064492
Os11g0442900	AK110914
Os11g0443700	AK108232
Os11g0444000	AK099588
Os11g0444400	AK062448
Os11g0444700	AK066452
Os11g0444800	AK061328
Os11g0444900	AK243679
Os11g0445300	AK073557
Os11g0445475	AK373458
Os11g0446000	AK241315
Os11g0446500	AK331478
Os11g0447300	AK108044
Os11g0448000	tplb0015d21
Os11g0448100	AK106283
Os11g0448400	AK066099
Os11g0448400	AK058650
Os11g0448700	AK068659
Os11g0449600	AK099523
Os11g0450050	AK072376
Os11g0450400	AK059900
Os11g0451051	EU961985
Os11g0451700	CT828256
Os11g0452400	AK066853
Os11g0452400	AK073190
Os11g0453550	AK242196
Os11g0453600	ab
Os11g0453900	AK109096
Os11g0454000	AK071366
Os11g0454200	AK063517
Os11g0454250	AK249909
Os11g0454300	AK121952
Os11g0454650	AK240863
Os11g0454701	AK288191
Os11g0454800	AK242562
Os11g0455500	AK059712
Os11g0455500	AK060299
Os11g0455800	AK101450
Os11g0455800	AK105983
Os11g0456000	AK121173
Os11g0456050	EU950607
Os11g0456100	AK099562
Os11g0456200	AK060974
Os11g0456300	AK111678
Os11g0456300	AK111945
Os11g0457000	AK353957
Os11g0457300	AK121144
Os11g0457500	AK288875
Os11g0457700	AK100899
Os11g0458100	AK064092
Os11g0458333	FP091347
Os11g0458500	CT835646
Os11g0458600	EU966606
Os11g0459200	AK070697
Os11g0459300	ab
Os11g0459400	AK121073
Os11g0459600	AK109246
Os11g0460500	AK106953
Os11g0460700	AK119432
Os11g0460800	AK066902
Os11g0460851	tplb0037b22
Os11g0460900	AK360451
Os11g0461000	AK106123
Os11g0461000	AK062672
Os11g0461000	AK072925
Os11g0461200	AK061200
Os11g0462100	AK102820
Os11g0462100	AK060376
Os11g0462500	AK331045
Os11g0462600	AK064471
Os11g0462800	AK121688
Os11g0462850	tplb0061j05
Os11g0462900	AK371208
Os11g0462950	tplb0032b19
Os11g0463600	AK064625
Os11g0463700	AK065785
Os11g0464600	AK370420
Os11g0464700	AK071456
Os11g0465200	AK066010
Os11g0465200	AK060739
Os11g0465750	tplb0042b08
Os11g0466300	AK375349
Os11g0466966	AK070768
Os11g0466966	AK062962
Os11g0467632	AK288741
Os11g0467966	tplb0060j07
Os11g0469900	FP097078
Os11g0470500	AK369446
Os11g0470550	EU949024
Os11g0470600	AK062819
Os11g0470966	AK242012
Os11g0471100	AK106751
Os11g0471200	AK066957
Os11g0471300	AK065835
Os11g0472000	AK110345
Os11g0472000	AK112047
Os11g0472500	AK073686
Os11g0472500	AK104618
Os11g0472600	CT835642
Os11g0473000	AK104759
Os11g0473000	AK065994
Os11g0473100	AK065754
Os11g0473200	AK106730
Os11g0473275	tplb0053f14
Os11g0473350	CT835620
Os11g0473832	EU947814
Os11g0474000	AK067445
Os11g0474100	AK065906
Os11g0474400	AK067929
Os11g0474450	AK288843
Os11g0474500	ab
Os11g0474566	AK240889
Os11g0474800	AK108710
Os11g0474900	ab
Os11g0475000	AK120736
Os11g0475200	CT835688
Os11g0475500	AK102516
Os11g0475600	AK240645
Os11g0476333	AK288190
Os11g0476667	AK372466
Os11g0477400	AK068160
Os11g0477400	AK070896
Os11g0477400	AK070253
Os11g0479000	AK107976
Os11g0479100	AK334711
Os11g0479232	AK241257
Os11g0479300	AK099761
Os11g0479400	AK242099
Os11g0480000	AK064142
Os11g0481150	ab
Os11g0481200	AK068263
Os11g0481301	AK112110
Os11g0481500	AK069452
Os11g0481600	AK109900
Os11g0482000	AK103918
Os11g0482100	AK058672
Os11g0482150	BT016902
Os11g0482200	AK062443
Os11g0482400	AK066023
Os11g0482400	AK062180
Os11g0482500	AK288512
Os11g0482500	AK101075
Os11g0482901	AK243326
Os11g0483000	CT835686
Os11g0483600	AK103748
Os11g0483900	AK070344
Os11g0483950	EU956865
Os11g0483975	AK357511
Os11g0484000	AK065321
Os11g0484300	AK121422
Os11g0484400	AK242642
Os11g0484450	tplb0055g22
Os11g0484500	AK071592
Os11g0484500	AK059546
Os11g0484700	EU966095
Os11g0485000	AF442490
Os11g0485200	AK068468
Os11g0485500	AK072876
Os11g0485900	AK106341
Os11g0486000	AK106715
Os11g0487100	AK243450
Os11g0487700	ab
Os11g0488400	BT034552
Os11g0488500	AK103909
Os11g0488500	AK062459
Os11g0488600	AK111309
Os11g0488900	AK354612
Os11g0489250	AK373926
Os11g0490100	AK108872
Os11g0490200	AK374629
Os11g0490251	tplb0061a11
Os11g0490300	EU964357
Os11g0490600	AK067664
Os11g0490600	AK104957
Os11g0490800	AK106821
Os11g0490850	AK288628
Os11g0490900	AK108860
Os11g0491400	AK068341
Os11g0491500	FP092976
Os11g0491550	EU947690
Os11g0491600	CT837969
Os11g0491850	EU685836
Os11g0492100	AK241548
Os11g0492200	EU685835
Os11g0492300	EU685835
Os11g0492500	EU685835
Os11g0492800	EU972429
Os11g0492900	EU685836
Os11g0493000	EU685835
Os11g0493100	EU685835
Os11g0493700	EU685835
Os11g0494100	EU685836
Os11g0495400	BT054678
Os11g0495950	ab
Os11g0496013	EU957461
Os11g0496400	AK107085
Os11g0496500	AK062973
Os11g0496600	EU975549
Os11g0497000	AK111924
Os11g0497350	EU968683
Os11g0498400	AK060702
Os11g0498600	AK071051
Os11g0499600	AK069875
Os11g0499600	AK106189
Os11g0500050	EU950610
Os11g0500100	AK122139
Os11g0501000	AK109615
Os11g0501500	AK109874
Os11g0502700	AK065205
Os11g0503400	AK066621
Os11g0503900	AK061183
Os11g0504000	AF442490
Os11g0504900	AK367750
Os11g0505300	AK061003
Os11g0506150	U59313
Os11g0506300	ab
Os11g0506400	AK249909
Os11g0506700	AK363210
Os11g0506800	FP100206
Os11g0507200	FP093790
Os11g0507300	AK365059
Os11g0507350	BT085249
Os11g0507400	AK120224
Os11g0507501	AK288514
Os11g0507833	EU944490
Os11g0508301	AK241250
Os11g0508600	AK101913
Os11g0512000	AK107369
Os11g0512100	AK242010
Os11g0512200	ab
Os11g0512600	FJ940196
Os11g0512800	AK064740
Os11g0513000	AK243369
Os11g0513500	AY224562
Os11g0513700	AK070622
Os11g0513900	AK101049
Os11g0514100	ab
Os11g0514400	EU956026
Os11g0514500	AK243599
Os11g0514700	U62279
Os11g0514800	AK064017
Os11g0514900	AK058818
Os11g0515000	ab
Os11g0515500	AK072358
Os11g0515700	CT828173
Os11g0516000	AK069007
Os11g0516050	EU973618
Os11g0516100	AK072109
Os11g0516400	AK062966
Os11g0516800	AK069747
Os11g0517200	ab
Os11g0517350	AF348493
Os11g0517400	AK100272
Os11g0517800	ab
Os11g0518300	AK064313
Os11g0518600	AK106461
Os11g0518801	EU949846
Os11g0518900	AK063772
Os11g0518900	AK102677
Os11g0519100	BT061319
Os11g0519500	ab
Os11g0520500	AK363975
Os11g0520950	AK287697
Os11g0521000	AK108542
Os11g0521500	AK120212
Os11g0521900	AK101343
Os11g0521900	AK066746
Os11g0521900	AK100943
Os11g0522000	AK243217
Os11g0522900	AK059293
Os11g0523110	AK110972
Os11g0523500	AK368818
Os11g0523700	AK109915
Os11g0523800	AK065936
Os11g0524051	BT019300
Os11g0524300	AK106093
Os11g0524601	ab
Os11g0524900	ab
Os11g0525200	AK121491
Os11g0525200	AK060487
Os11g0525500	AK108278
Os11g0525600	AK068415
Os11g0525600	AK098929
Os11g0525600	AK120149
Os11g0525600	AK102653
Os11g0525600	AK061950
Os11g0525700	AK073354
Os11g0525800	AK120142
Os11g0525800	AK059719
Os11g0525900	ab
Os11g0526000	AK063606
Os11g0526200	AK243337
Os11g0526800	AK068214
Os11g0526900	AK102583
Os11g0527000	AK241290
Os11g0527100	AK101702
Os11g0527150	AK288653
Os11g0527250	CT835626
Os11g0527300	AK070941
Os11g0527400	EU945583
Os11g0527500	EU950593
Os11g0527700	AK335607
Os11g0528200	AK071810
Os11g0528300	AK072911
Os11g0528400	AK069554
Os11g0528500	AK058434
Os11g0528700	BT062907
Os11g0528812	tplb0045h20
Os11g0528924	BT070086
Os11g0529036	ab
Os11g0529100	ab
Os11g0529125	ab
Os11g0529150	EU966441
Os11g0529500	tplb0040n05
